Authors,Author full names,Author(s) ID,Title,Year,Link,Abstract
Brook R.,"Brook, Richard (57204957968)",57204957968,Servicing the State: Municipality and the Military Industrial Complex,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213373452&doi=10.7227%2fBJRL.100.2.6&partnerID=40&md5=14f08c812a3c83a2952a7fd3e07ddeb5,"Following its charter of 1956, the Manchester Municipal College of Technology appointed a new principal, who oversaw the rapid expansion of the campus. The development of a suite of new buildings, on one of the city’s most polluted and derelict tracts, required cooperation between the College, the Victoria University of Manchester, the Manchester Corporation, and a host of central government ministries. This initiative was driven by the recognition that technology and technological education were vital tools in the retention of Britain’s global influence. Manchester was identified for the accelerated growth of higher technological education due to its history of engineering, manufacturing and the development of commercial computing. Founded on archival sources, this article explores the complex relationships between statecraft, Whitehall policy, municipal governance and space. Using the manifestation of urban planning and architecture, it argues that the ‘Warfare State’ had influence beyond overt military programmes, which informed certain civic and municipal local enterprise with objectives other than rearmament, such as education, employment and economic recovery. © 2024 Manchester University Press. All rights reserved."
Miletić A.; Divjak A.K.,"Miletić, Andrea (58261416300); Divjak, Ana Kuveždić (58250366200)",58261416300; 58250366200,Empowering Youth through Open Data: Map-Based Storytelling of Croatian vs. European Youth,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212403038&doi=10.5194%2fisprs-archives-XLVIII-5-2024-61-2024&partnerID=40&md5=6b89b650c7e1bdffe9fed9c8ab0e117a,"In the digital age, open data has become a critical asset for fostering transparency, accountability, and civic engagement. However, the widespread availability of data has outpaced citizens' ability to effectively utilize it, underscoring the need for data literacy skills, especially among youth. This paper addresses the gap in data literacy by proposing an innovative teaching approach that leverages map-based storytelling to engage young people and enhance their data literacy. By integrating real-world open datasets into interactive visual narratives, this approach aims to captivate young audiences, develop critical thinking skills, and foster a deeper understanding of socio-economic issues. Through a case study of a Datathon project titled “Croatian Youth vs. EU: Who has it better?”, this research demonstrates the efficacy of combining data visualization and storytelling to promote data literacy and civic engagement. The findings highlight the potential of open data initiatives and open-source technologies in empowering youth and enhancing their participation in open government initiatives and policy-making processes. © Author(s) 2024."
Compare C.; Albanesi C.,"Compare, Christian (57239337800); Albanesi, Cinzia (22233309100)",57239337800; 22233309100,Exploring the Effects of Semester-Long Service-Learning: A Study on Psychosocial Variables and Quality of Participation Experiences,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180211365&doi=10.1177%2f10538259231221511&partnerID=40&md5=6cb726b6ae66142c0cb6b23e7afe7a02,"Background: Service-learning is a widely adopted approach in higher education institutions globally, integrating civic engagement experiences into academic curricula while being responsive to the development of local communities. Purpose: This study aimed to assess the impact on students in participating in voluntary semester-long service-learning labs and courses in comparison to traditional labs and courses. Methodology/Approach: A quantitative online survey was administered to 110 students at the beginning and end of the lectures, investigating four psychosocial variables of citizenship: social justice attitude, cognitive empowerment, sense of community responsibility, and civic engagement. The post-survey also collected data on the participants’ quality of participation experiences. Findings/Conclusions: Analyses performed on data revealed no statistically significant group differences over time in all examined variables, except for the quality of participation experiences, where service-learning students scored significantly higher than other students. Factors potentially influencing these results include the students’ perception of their competence, the duration of the service-learning program, and relying on self-reported measures. Implications: This study contributes to the advancement of experiential learning knowledge emphasizing the significance of methodological rigor, underpinning a narrative that leverages failure to foster understanding. Future research could further explore the role of quality of participation experiences in service-learning. © The Authors 2023."
Lucio R.; Aiken E.C.; Maughan G.; Campbell M.; Louis-Caines K.,"Lucio, Robert (36608430800); Aiken, Elisabeth C. (59129426800); Maughan, Geraldine (57226398258); Campbell, Michael (57896264400); Louis-Caines, Khalilah (57955333300)",36608430800; 59129426800; 57226398258; 57896264400; 57955333300,"Agents of Change: The Role LEAD Plays in Identity Formation, Community Engagement, and Social Justice Advocacy",2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193295959&doi=10.1007%2fs41134-024-00306-2&partnerID=40&md5=39959ec43e6775fe6097baab24bcf1e8,"Higher education institutions have a role to equip students with skills for community engagement and civic participation through a variety of methods. Social work educators aim to prepare students with the knowledge, skills, and values to promote social justice and human rights through practice, research, and advocacy. For some students, a limited understanding of advocacy can influence their community engagement and identity as agents of change. Studies show that learning experiences connecting students to the community promote active citizenship, social justice, and human rights efforts. Events such as Legislative Education and Advocacy Day (LEAD) expose social work students to the legislative and advocacy process with the intention to promote civic engagement and enhance social work advocacy skills. This study utilized photovoice as a community-based action research approach to explore the impact of LEAD on social work students’ engagement, advocacy skills, connection to the social work community, and perceptions of advocacy. Participants were asked to take photographs of their experiences, provide insight into the photos, and participate in a debriefing session. An analysis of the discussion around the photographs identified ten thematic codes suggesting that events such as LEAD can be a tool utilized by social work educators to enhance student understanding of advocacy (approaches, perspective, and engagement), development of advocacy skills (skills and processes), social work identity (purpose, support for the voiceless, and community), and social justice efforts to create agents of change. © The Author(s), under exclusive licence to Springer Nature Switzerland AG 2024."
Nechesov A.; Ruponen J.,"Nechesov, Andrey (57219501640); Ruponen, Janne (59492314800)",57219501640; 59492314800,Empowering Government Efficiency Through Civic Intelligence: Merging Artificial Intelligence and Blockchain for Smart Citizen Proposals,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213449809&doi=10.3390%2ftechnologies12120271&partnerID=40&md5=999e3c17edb2ea0b281b4fd55e3cb239,"Civic intelligence (CI) represents the collective capacity of communities to address challenges, yet its integration with smart city infrastructure remains limited. This study bridges CI theory with technical implementation through a novel framework combining blockchain and AI technologies. Our approach maps core CI components (knowledge capital, system capital, and relational capital) to specific technical solutions: a civic engagement index for measuring participation quality, a tokenization framework for incentivizing meaningful engagement, and a governance optimization function for resource allocation. Using mixed-methods research, we developed and validated the conceptual CI governance (CIG) framework, which satisfies CI principles through smart contracts and AI-assisted interfaces. The empirical evaluation demonstrates both social and technical improvements: 40% increased civic participation rates, 85% governance efficiency maintenance, and significant gains in engagement quality metrics (knowledge sharing +32%, collective decision making +28%). While technical implementation shows promise, success requires the careful integration of social dynamics, digital literacy initiatives, and regulatory compliance. This research contributes to smart city development by providing a theoretically grounded, feasible framework that introduces the fusion of blockchain and AI technologies to enhance civic participation while preserving governance effectiveness. © 2024 by the authors."
Golob T.; Rek M.; Makarovič M.,"Golob, Tea (56224400500); Rek, Mateja (56955467600); Makarovič, Matej (6506338213)",56224400500; 56955467600; 6506338213,European citizenship and digitalization: A new roadmap for interconnection,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198722306&doi=10.1016%2fj.iot.2024.101282&partnerID=40&md5=552eb92fe873c0ce5453f0d571af1396,"EU citizenship is strongly linked to digital transformations, as digitalisation redefines how citizens engage, communicate and participate within the EU. Digital advancements have transformed the European public sphere and are radically changing democratic deliberation by enhancing access to information, facilitating transnational dialogue and fostering new forms of civic engagement. E-governance and digital public services streamline administrative processes, making it more convenient for citizens to access various services. Digitalisation of interaction among EUs’ citizens can support their mobility and connectivity. However, rapid digital advancement also brings challenges of evolving multifaced EU identity in fast paced, post-truth, increasingly complex social system like the EU. The main goal of this article is to show the relevance of postmodern theories for the creation of a theoretical framework for digital European citizenship and the digital European public sphere. By embracing complexity, encouraging critical reflexion and prioritizing adaptability, a postmodern theoretical framework can enhance our understanding of the challenges and opportunities presented by digital technologies in the EU context, ultimately contributing to more inclusive, democratic and responsive forms of digital citizenship and public discourse. However, as this article shows, the synthesis of a postmodern perspective and digital technologies can also bring its own challenges, such as fragmentation, epistemological uncertainty or ethical dilemmas. Addressing these challenges requires critical engagement with both postmodern theories and digital technologies, acknowledging their complexities and contradictions while striving to promote ethical and inclusive uses of digital technology that empower EU citizens. © 2024 The Author(s)"
Mehta D.; Harihar N.; Patel S.; Sanil N.L.; Shallam R.; Roddy M.J.; Ribeiro F.; Pan T.; Rose C.; Beyondr T.; Tsai C.,"Mehta, Devansh (57211802321); Harihar, Nidhi (59508241700); Patel, Siddique (59508154500); Sanil, Nishit Lalitkumar (59508075800); Shallam, Richard (57223398463); Roddy, Mark J (59508241800); Ribeiro, Filipa (59508325400); Pan, Thomas (59508241900); Rose, Colleen (59508075900); Beyondr, The (59508483700); Tsai, Chiali (59508325500)",57211802321; 59508241700; 59508154500; 59508075800; 57223398463; 59508241800; 59508325400; 59508241900; 59508075900; 59508483700; 59508325500,Demo: Marketplace for Impact Certificates,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213232351&doi=10.1145%2f3678884.3687146&partnerID=40&md5=43988298b9b56e8455db8e686b6636e6,"There is growing demand for innovation in social sector fundraising. The conventional model relies on emotions rather than evidence, brand recognition instead of outcomes and marketing over impact. In this paper, we sketch out a prototype for an online giving platform modelled on a Pay for Success mechanism where donors pay retroactively for tangible impact already achieved. It uses impact certificates, currently limited to the carbon credits industry, to fund verified past impact from three civic participation organizations in India. The demo shows how blockchain can ensure single sale per outcome and enforce a fundraising cap based on impact created. Drawing on the historical database of over 5000 impact reports of the three partner organizations, we minted 27 impact certificates on the Ethereum testnet. Over the course of creating the demo, we raised USD 4034 from 133 contributors through the donation matching platform Gitcoin for purchase of these certificates. © 2024 ACM."
Kattari L.,"Kattari, Leonardo (57190010145)",57190010145,Transformative learning to politicized collective identity: How cisgender parents and caregivers of transgender and gender diverse youth become change makers for TGD justice,2025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214816798&doi=10.1111%2fjftr.12608&partnerID=40&md5=e6c4baff543a6231873dc7139cd88585,"The aim of this article is to provide a theoretical application of transformative learning theory and politicized collective identity framework to examine the process cisgender parents and caregivers of transgender and gender diverse (TGD) children undergo to become advocates for TGD justice. With an intensifying anti-TGD political climate and anti-TGD rhetoric, this novel approach to understanding identity development through the lens of these two theories provides a timely and relevant framework for future research to explore motivators for participation in civic engagement for TGD justice among parents and caregivers. © 2025 The Author(s). Journal of Family Theory & Review published by Wiley Periodicals LLC on behalf of National Council for Family Relations."
Taylor M.; Street P.,"Taylor, Madeline (57216854389); Street, Paige (57325769800)",57216854389; 57325769800,Learning to (not quite) buy nothing: Digital gift economies and household innovations reducing consumption,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207786251&doi=10.1016%2fj.eist.2024.100929&partnerID=40&md5=98441821d0ce89dac62699d3895296f5,"The daunting task of swiftly transitioning to sustainable modes of living presents a formidable challenge, particularly at individual and household levels, where entrenched consumption and disposal systems exhibit strong path dependency. This research investigates how individuals and households can contribute to sustainability transitions through grassroots innovations. Specifically, we ask: How do digital gift economies facilitate changes in household consumption practices and contribute to broader sustainability transitions? To address this question, we present an instructional case study of the Buy Nothing Project (BNP), a globally scaled yet locally focused digital gift economy, as a grassroots innovation enabling citizen agency within domestic spaces. BNP is a socio-technical network of hyperlocal, digital gift-giving groups that advocate for community reliance and generosity to reduce household consumption and waste and build neighbourhood bonds. Our analysis reveals that BNP's most revolutionary aspect lies in the embedded everyday sustainability practices it facilitates, particularly the social learning to reduce consumption at individual, household, and community levels through group participation and ongoing membership. We argue that this grassroots innovation enables citizen agency within domestic spaces, contributing significantly to sustainability transitions. Paradoxically, the ordinariness of these practices, combined with the gendered composition of members and that acquiring and disposing of household goods is usually considered “women's work”, may hinder recognition of BNP's potential as a powerful catalyst for sustainable transitions. This study contributes to our understanding of how digital platforms can support household-level innovations in sustainability practices and highlights the importance of recognising and valuing diverse forms of contribution to sustainability transitions. © 2024 The Author(s)"
Cheng M.; Zhang L.; Zhang X.; Li Y.,"Cheng, Maoteng (58496725800); Zhang, Lu (58496237500); Zhang, Xinying (59479708300); Li, Ying (59480385600)",58496725800; 58496237500; 59479708300; 59480385600,Does rural sports tourism promote the sustainable development of the destination? -- Based on quasi-experimental evidence of sports and leisure towns in China,2025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212537022&doi=10.1016%2fj.jclepro.2024.144537&partnerID=40&md5=37b8badcdee005534a473274205b1ba0,"Sustainable development is an important tool to realize the sound economic, social, and ecological operation of the destination, and rural sports tourism is an important way to realize the sustainable development of the destination by relying on its own industrial advantages. This paper systematically explains the causal relationship between rural sports tourism and destination sustainable development by constructing a “Driving Force-State-Response” model (DSR). Based on the panel data of 290 prefecture-level cities in China from 2011 to 2022, this paper adopts the quasi-natural experiment of “sports and leisure characteristic towns in China” (SLT) to construct a difference-in-differences model and empirically evaluate the mechanism of rural sports tourism and sustainable development of destinations. The results show that: (1) the development of rural sports tourism is conducive to promoting the overall sustainable development of the destination, and the effect is more significant in the western and eastern regions. This conclusion is still valid after a series of robustness tests; (2) Mechanism analysis found that rural sports tourism promoted the optimization of industrial structure, residents' values, infrastructure construction, and grassroots governance efficiency, and thus promoted the sustainable development of destinations. Finally, other areas of concern for future rural sports tourism research are proposed. © 2024 Elsevier Ltd"
Kita S.M.,"Kita, Stern Mwakalimi (57193766827)",57193766827,Disaster Insurance for Climate Loss and Damage: Assessing Challenges and Opportunities to Adoption in Malawi,2025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216466336&doi=10.1002%2frhc3.70002&partnerID=40&md5=ae9341fd4fba1a0c74d68f5eff41f7a5,"Disaster insurance is gaining prominence as a tool to address climate-induced loss and damage in developing countries. Despite ongoing efforts to pilot disaster insurance in Malawi, adoption by households remains low. This study examines factors influencing the adoption of disaster insurance in Malawi, a country highly susceptible to climate-related impacts. Drawing on qualitative research across seven districts and guided by the Diffusion of Innovations Theory, the study identifies key opportunities and barriers to insurance uptake. It stresses the importance of awareness raising, integration with existing services, and partnerships in promoting insurance adoption. Additionally, the study explores novel approaches, including communities applying disaster insurance knowledge to design local risk pooling mechanisms, integrating insurance into existing projects, and designing hybrid indices for risk assessment and premium calculation. These offer insights into the potential synergies between formal insurance schemes and grassroots initiatives. However, challenges such as limited awareness, affordability constraints, absence of enabling policy and legal frameworks, and capacity gaps in the local insurance industry hinder widespread adoption. Addressing these barriers requires targeted interventions, including awareness campaigns, innovative financing mechanisms, and policy reforms. The study contributes to the debate on disaster insurance in low-income countries, underscoring the need for reforms to build resilience. © 2025 The Author(s). Risk, Hazards & Crisis in Public Policy published by Wiley Periodicals LLC on behalf of Policy Studies Organization."
Hallgren L.,"Hallgren, Liz (58520072700)",58520072700,The symbiotic relationship between Volodymyr Zelensky and Western news: Authenticity and performance in Ukraine’s fight against Russia,2025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214008513&doi=10.1177%2f17506352241307014&partnerID=40&md5=eae2c46175bcc2376e53f4a02dc7eafe,"A close reading of Ukrainian President Volodymyr Zelensky’s self-produced social media content alongside Western news outlets’ profiles of Zelensky from the first months of the Russian invasion of Ukraine in 2022 illuminates a symbiotic relationship of drama-making that is mutually beneficial for Zelensky’s military and the West’s journalistic interests. Performing as a scrappy underdog turned brilliant military mind, Zelensky provides the Western press with an authentic protagonist figure who makes ideal fodder for a Western news style steeped in drama-making and a natural fit for the individualized storytelling core to the genre of the profile piece. While genre is an aesthetic categorizing tool, it is also a signal of the sociohistorical conditions of texts’ production and circulation. Thus, taken as products of their moment, the profile pieces and their interplay with Zelensky’s short form, seemingly grassroots social media videos are revealing of the value system underpinning journalism in the West, and the society it reflects. © The Author(s) 2025."
Schindler C.A.; Kuester J.C.; Pfister J.K.; McDermott K.L.,"Schindler, Christine A. (23971616500); Kuester, Jill C. (57189731742); Pfister, Jennifer K. (57187918700); McDermott, Katie L. (57216068114)",23971616500; 57189731742; 57187918700; 57216068114,Building Health Policy Advocacy Expertise in Pediatric Nurse Practitioners Through Civic-Based Experiential Learning,2025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214804063&doi=10.1097%2fNNE.0000000000001798&partnerID=40&md5=1aea689f45e00cdb5fc07685485bfcd9,"Background: Many nurses work largely as policy implementers rather than policy developers. The literature posits several multifaceted reasons for this lack of policy acumen including interprofessional power dynamics, marginalization of nurses in policy making, and lack of formal training in public policy advocacy. Purpose: To evaluate the impact of a targeted teaching strategy on increasing political astuteness, perceived skill, and comfort in health policy advocacy among a cohort of acute care pediatric nurse practitioner students. Methods: Curriculum assessment data were collected using the Political Astuteness Inventory, pre- and postclass discussions, and written reflections. Results: This curriculum evaluation suggests that specific policy and advocacy training coupled with civic-based experiential learning increased graduate nursing students’ political astuteness as well as increased their perceived skill and comfort with health policy advocacy. Conclusions: Targeted training is an important step in giving nurses the needed tools to work for equitable health care policies. Copyright © 2025 Wolters Kluwer Health, Inc. All rights reserved."
Kelly-Thompson K.; Lusvardi A.; Forester S.; Laurel Weldon S.,"Kelly-Thompson, Kaitlin (57474080800); Lusvardi, Amber (57473821400); Forester, Summer (57189043873); Laurel Weldon, S. (56586957600)",57474080800; 57473821400; 57189043873; 56586957600,"Dimensions of Transnational Feminism: Autonomous Organizing, Multilateralism and Agenda-Setting in Global Civil Society",2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195036640&doi=10.1017%2fS1537592724000677&partnerID=40&md5=3e19e18f6ac36b8db49a6a513b56cec0,"The importance and impact of feminist mobilization across borders is well documented, but the impact of autonomy as an aspect of such organizing has not been explored in the transnational context. We argue that to understand the impact of transnational feminist mobilization, at least two distinct types of feminist mobilization require further conceptual development and empirical exploration in the transnational context, namely, autonomous as contrasted with multilateral mobilization. We offer a conceptual framework for distinguishing and studying these two forms. Further, using a mixed-methods study design, we empirically distinguish domestic and transnational dimensions of feminist activism and illuminate the impact of both multilateral feminist organizing and autonomous feminist organizing in the transnational space. Our analysis reveals that domestic and transnational organizing are distinct but related phenomena. We also find that in online organizing spaces, autonomous feminist campaigns amplify the messaging of geographically dispersed grassroots and individual activists more than multilateral ones. It further suggests that autonomous movements may offer more potential for representing marginalized groups of women, though this potential may not always be realized. The paper offers new concepts and empirical insights for the study of transnational feminism, thereby enabling a new research agenda. Further, this research contributes to the study of the ways that Transnational Social Movements can enrich global civil society and deepen global democracy.  © The Author(s), 2024."
Mehedi Hasan S.M.; Adnan H.M.,"Mehedi Hasan, S.M. (57219988394); Adnan, Hamedi Mohd (55759755600)",57219988394; 55759755600,"Impact of the Community Radio on Local Development in Chapai Nawabganj, Bangladesh",2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210352102&doi=10.11114%2fsmc.v12i4.7136&partnerID=40&md5=f7c06baf65652680c4c07741cfe1b0cd,"Community radio serves as a platform for rural, marginalized, and hard-to-reach populations to express and exchange views, ideas, and concerns with the wider community. Its increasing popularity in recent years has provided both policymakers and grassroots individuals with an avenue to engage in the development process of their communities. In Bangladesh, community radio stations now broadcast 170 hours of daily programs, with the majority aimed at addressing local development goals in rural areas. These programs motivate people, bridge gaps, and collaborate on agendas such as poverty reduction, reducing inequalities, promoting education, good health, clean water, and sanitation. Additionally, community radio has provided a platform for the poor and marginalized communities to raise their voices and become the voice for the voiceless. This study, conducted using participatory theory, aims to underscore the significance and impact of community radio on the development of marginalized community at Chapai Nawabganj, Rajshahi, Bangladesh. The findings indicate that community radio plays a crucial role in local development, providing essential information and bridging the gap between ordinary people and local government in rural areas. The current research was carried out in Chapai Nawabganj, Rajshahi, Bangladesh, with the support of the local community radio station, Radio Mahananda 98.8 FM. The study found that involvement in and awareness of Radio Mahananda programs significantly influenced local development. © 2024 Redfame Publishing Inc.. All rights reserved."
Gumenyuk V.; Nikitin A.; Bondar O.; Zhydovtsev I.; Yermakova H.,"Gumenyuk, Vitaliy (59514223700); Nikitin, Anatolii (57217156180); Bondar, Oleksandr (57809351700); Zhydovtsev, Iaroslav (59514354000); Yermakova, Hanna (59479482100)",59514223700; 57217156180; 57809351700; 59514354000; 59479482100,The role and significance of state-building as ensuring national security in the context of artificial intelligence development,2025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215001259&doi=10.1002%2faaai.12207&partnerID=40&md5=42c488c49afbe4e720eac98a340d135c,"Artificial intelligence (AI) has emerged as a major technology and represents a fundamental and revolutionary innovation of our time that has the potential to significantly change the global scenario. In the context of further development of artificial intelligence, state establishment plays a central role in ensuring national security. Countries are tasked with developing legal frameworks for the development and application of AI. Additionally, governments should commit resources to AI research and development to ensure access to cutting-edge technology. As AI continues to evolve, nation-building remains crucial for the protection of national security. Countries must shoulder the responsibility of establishing legal structures to supervise the progression and implementation of artificial intelligence. Investing in AI research and development is essential to secure access to cutting-edge technology. Gracious society and open engagement apply critical impact on forming AI approaches. Civic organizations can contribute to expanding open mindfulness of the related dangers and openings of AI, guaranteeing straightforwardness and responsibility in legislative activities, and pushing for the creation of capable AI approaches. Open interest can help governments in comprehending the yearnings of citizens with respect to AI approaches. This study explores the role and importance of nation-building in ensuring national security in the context of the development of artificial intelligence. It also examines how civil society and public participation can effectively shape AI policy. The topic offers diverse research and analytical opportunities that enable a deeper understanding of the interactions and mutual influences between statehood and artificial intelligence in the context of ensuring national security. It examines the potential and threats that artificial intelligence poses to national security and considers strategies that countries can adopt to ensure security in this area. Based on the research findings, recommendations and suggestions are made for governments and civil society to improve the effectiveness of public participation in formulating AI policies. © 2025 The Author(s). AI Magazine published by John Wiley & Sons Ltd on behalf of Association for the Advancement of Artificial Intelligence."
Misan-Ruppee R.O.; Obro S.; Akpochafo W.P.,"Misan-Ruppee, Rachael Oke (58354073900); Obro, Sunday (57223427290); Akpochafo, Williams Pius (15847595000)",58354073900; 57223427290; 15847595000,Innovative instructional approach: the effect of information and communication technology-assisted instruction on civic education students' performance,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162941480&doi=10.1108%2fAGJSR-02-2023-0047&partnerID=40&md5=7a0e93e1a2f4482c8df9de2187350238,"Purpose: The study explored the effect of information and communication technology-assisted instruction (ICTAI) on civic education (CE) students' academic performance and the effect of gender on students' performance. Specifically, the study addressed the facilitating effect of ICTAI on students' scholarly performance. Design/methodology/approach: This study utilised the quasi-experimental approach. A sample of 255 senior secondary school students was the analysis unit. A teacher-made performance test was used as an instrument for the study. The data were analysed with descriptive statistics for the research questions, and hypotheses tested with paired sample t-test statistics. Findings: The study results indicated that ICTAI improved student scholarly performance. The study also proved that gender had an impact on student academic performance. Research limitations/implications: Not all the students in intact classes that were used for conducting the study/research, and the background and gender of research assistants were not considered, and these could have affected the result of the study. The study implications are that this study is a piece of deeper ingenuity and innovation that provides an additional source of information to study. The study provided proof that innovative activity-based instructions such as computer-assisted instruction (CAI) boost students’ performance. Practical implications: On the instructor, the study findings demonstrated the significant effect of ICTAI on the scholarly performance of CE students. Consequently, this study contends that CE instructors/teachers can benefit from the implications of these findings by comprehensively understanding that ICTIA usage enhances student performance and, thus, improves the students' performance. Additionally, the study's findings proved that gender affected students' performance when instructed with ICTAI. The study implies that CE instructors/teachers should pay special attention to students' gender, specifically female students, as gender affects the improvement of students' CE performance when instructed with ICTAI. Originality/value: The study findings contribute to the literature on academic improvement and performance of CE students by enhancing the understanding of the effect of ICTAI on students' scholarly performance. The study recognises the existing gaps in previous literature and vivid understanding of the effect of ICTAI on students' performance and gender as a mediator. © 2023, Rachael Oke Misan-Ruppee, Sunday Obro and Williams Pius Akpochafo."
Pavithra G.; Ninawe S.S.; Manjunath T.C.; Fawad I.; Umadi C.; Sandeep K.V.; Lavanya K.; Shobha N.,"Pavithra, G. (55315686900); Ninawe, Swapnil S. (56044741100); Manjunath, T.C. (8288457500); Fawad, Iffath (57203013420); Umadi, Chetan (59205007700); Sandeep, K.V. (57202016583); Lavanya, K. (57211624967); Shobha, N. (57194194878)",55315686900; 56044741100; 8288457500; 57203013420; 59205007700; 57202016583; 57211624967; 57194194878,A Social Network-Based Web Service Framework for Optimal Actor Engagement for Enhancing Connectivity and Service in Agriculture,2025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218251549&partnerID=40&md5=0a7f9957b37fdc89a00b899e4ec5391f,"The emergence of social networks have opened a new paradigm for professional groups to student groups to exchange their information with their contemporaries quickly and efficiently. The social networking enables to set up re- lations among the people (called actors) who share common interests, activities or connections. An actor or a person plays a predominant role in sharing social networking services, hence optimal provision of web service to actors is essential. Web service is an important area of research which enables actors to acquire required services over devices such as smartphone, laptop, etc. In this paper, we present a Social Network based Web Service (SNWS) by considering actor’s characteristic features such as personal information, professional information, social status, etc. along with relation among the actors. The designed SNWS is tested over an Agriculture Social Network (ASN) which constitutes a set of actors along with their characteristic features and the relations among the actors, and renders the required web service such as Uniform Resource Locator (URL) to actors. Results are obtained for accuracy of the Actor Relational Model (ARM), and the average service time required by a set of actors. The proposed Actor Relational Model is accurate, and there is significant improvement in the average service time. Introduction: focuses on leveraging social networks to connect farmers, suppliers, and stakeholders for improved collaboration. It facilitates real-time information sharing, resource optimization, and knowledge dissemination. The framework enhances agricultural productivity by fostering community-driven solutions and personalized support. By integrating technology and social engagement, it bridges gaps in accessibility and service delivery. Objectives: To establish a platform for seamless interaction and real-time communication between farmers, suppliers, agricultural experts, and policymakers, To optimize the sharing of agricultural resources, knowledge, and best practices among stakeholders, thereby improving efficiency and productivity, To provide data-driven insights and recommendations through analytics, enabling better decision-making in agriculture, To foster active participation and collaboration among stakeholders, addressing common challenges and developing collective solutions, To integrate modern technologies such as IoT, sensors, and data analytics for providing farmers with tailored recommendations and enhancing farming practices, To bridge gaps in access to critical agricultural information, tools, and market opportunities, especially for small-scale farmers. Methods: The methodology involves designing a web-based platform that integrates social networking features with advanced agricultural tools and services. The framework leverages user profiles to categorize actors such as farmers, suppliers, experts, and policymakers, enabling targeted engagement and collaboration. Data collection through IoT sensors, satellite imagery, and user-generated content feeds into a centralized system for real-time analysis and decision-making. Algorithms are employed to match stakeholders with relevant resources, market opportunities, and expert advice. The system also incorporates communication tools, including forums, messaging, and video conferencing, to facilitate interaction. A pilot implementation phase with select agricultural communities is conducted to test the framework’s effectiveness, followed by iterative improvements based on user feedback and performance metrics. The final framework aims to enhance connectivity, streamline resource sharing, and empower stakeholders through a scalable and user-friendly platform. Results: The implementation is for Optimal Actor Engagement for Enhancing Connectivity and Service in Agriculture"" demonstrated significant improvements in stakeholder collaboration and resource optimization. Farmers reported increased access to real-time information, expert advice, and market opportunities, leading to better decision-making and productivity gains. The platform facilitated faster communication between actors, reducing response times for critical issues such as pest outbreaks or weather-related challenges. Additionally, the use of analytics enabled tailored recommendations, improving resource utilization and promoting sustainable farming practices. Pilot studies showed a notable increase in farmer engagement, with measurable improvements in crop yields, cost savings, and market reach. The framework also strengthened the linkages between policymakers and grassroots actors, leading to more inclusive and effective agricultural strategies. Overall, the results highlighted the platform's potential to revolutionize agricultural connectivity and services. Conclusions: the work successfully bridges the gap between agricultural stakeholders, fostering real-time collaboration, resource optimization, and informed decision-making. By leveraging modern technologies and social networking features, the framework enhances productivity, sustainability, and market access while empowering farmers and communities. This innovative approach demonstrates the potential to revolutionize agricultural practices, paving the way for a more connected, efficient, and resilient agricultural ecosystem. Copyright © 2024 by Author/s and Licensed by JISEM."
